zona_censal_residencia;n;criterio
13402011010;21;Sí
13501021006;21;Sí
13601041002;21;Sí
13603021003;21;Sí
13605011005;21;Sí
13105041002;22;Sí
13109031003;22;Sí
13110061005;22;Sí
13111041002;22;Sí
13112031003;22;Sí
13113051004;22;Sí
13114051002;22;Sí
13114071004;22;Sí
13114081003;22;Sí
13114101001;22;Sí
13115011007;22;Sí
13116041003;22;Sí
13119171003;22;Sí
13119171004;22;Sí
13119191007;22;Sí
13122111003;22;Sí
13124061022;22;Sí
13125021008;22;Sí
13125021013;22;Sí
13125041012;22;Sí
13128061002;22;Sí
13128071004;22;Sí
13131031002;22;Sí
13132041001;22;Sí
13201041003;22;Sí
13201051010;22;Sí
13201101006;22;Sí
13201191011;22;Sí
13301011003;22;Sí
13401081006;22;Sí
13402051001;22;Sí
13601011004;22;Sí
13601041004;22;Sí
13105061004;23;Sí
13105081002;23;Sí
13109011002;23;Sí
13110061004;23;Sí
13110171005;23;Sí
13110191003;23;Sí
13111021001;23;Sí
13111071001;23;Sí
13111071005;23;Sí
13112041001;23;Sí
13112051006;23;Sí
13114071001;23;Sí
13115011009;23;Sí
13116071001;23;Sí
13119091001;23;Sí
13119141008;23;Sí
13119201011;23;Sí
13121071003;23;Sí
13122051001;23;Sí
13124061001;23;Sí
13124061003;23;Sí
13124061017;23;Sí
13125041005;23;Sí
13126081003;23;Sí
13130021002;23;Sí
13201021005;23;Sí
13201041005;23;Sí
13201091001;23;Sí
13501011004;23;Sí
13601011001;23;Sí
13605011004;23;Sí
13103051002;24;Sí
13104101002;24;Sí
13106081005;24;Sí
13110041002;24;Sí
13110081001;24;Sí
13114051004;24;Sí
13114101004;24;Sí
13116051001;24;Sí
13118011001;24;Sí
13119051007;24;Sí
13119061001;24;Sí
13119071010;24;Sí
13119081003;24;Sí
13119101001;24;Sí
13119171005;24;Sí
13120021003;24;Sí
13122051005;24;Sí
13122111002;24;Sí
13122111005;24;Sí
13125021005;24;Sí
13131051002;24;Sí
13201051007;24;Sí
13201061006;24;Sí
13201071007;24;Sí
13201101002;24;Sí
13201111001;24;Sí
13201191007;24;Sí
13401111001;24;Sí
13402011001;24;Sí
13601011003;24;Sí
13602011005;24;Sí
13605031006;24;Sí
13105031001;25;Sí
13111051004;25;Sí
13113051001;25;Sí
13113071005;25;Sí
13115011004;25;Sí
13118021007;25;Sí
13119021004;25;Sí
13119201005;25;Sí
13119211005;25;Sí
13120101007;25;Sí
13121041003;25;Sí
13122111001;25;Sí
13124051003;25;Sí
13125041010;25;Sí
13126081001;25;Sí
13201051008;25;Sí
13201101005;25;Sí
13201111002;25;Sí
13201121002;25;Sí
13402031002;25;Sí
13402041001;25;Sí
13110091002;26;Sí
13110101005;26;Sí
13114041003;26;Sí
13114141003;26;Sí
13115041001;26;Sí
13119021003;26;Sí
13119051005;26;Sí
13119181006;26;Sí
13119181008;26;Sí
13119211001;26;Sí
13121011002;26;Sí
13124061024;26;Sí
13201191005;26;Sí
13105081005;27;Sí
13105101002;27;Sí
13110081004;27;Sí
13111061001;27;Sí
13114141002;27;Sí
13114161004;27;Sí
13119021010;27;Sí
13119071001;27;Sí
13119141009;27;Sí
13121061002;27;Sí
13122031003;27;Sí
13122091002;27;Sí
13123051001;27;Sí
13125041007;27;Sí
13127041002;27;Sí
13130071002;27;Sí
13201081002;27;Sí
13201101003;27;Sí
13201191002;27;Sí
13201191010;27;Sí
13107011004;28;Sí
13109031001;28;Sí
13115011001;28;Sí
13119191006;28;Sí
13120051002;28;Sí
13124061021;28;Sí
13201171002;28;Sí
13404061002;28;Sí
13111071003;29;Sí
13113071002;29;Sí
13114161003;29;Sí
13118021004;29;Sí
13119071002;29;Sí
13119161002;29;Sí
13119161003;29;Sí
13119201009;29;Sí
13119211004;29;Sí
13121011003;29;Sí
13125021010;29;Sí
13125021020;29;Sí
13125041011;29;Sí
13201081001;29;Sí
13201181009;29;Sí
13110081002;30;Sí
13110111007;30;Sí
13114061001;30;Sí
13119141007;30;Sí
13119191003;30;Sí
13119191009;30;Sí
13119201004;30;Sí
13119221003;30;Sí
13201081005;30;Sí
13201121004;30;Sí
13201141002;30;Sí
13601011002;30;Sí
13112021001;31;Sí
13113061001;31;Sí
13114041001;31;Sí
13119071012;31;Sí
13119191004;31;Sí
13124061018;31;Sí
13201111003;31;Sí
13201141003;31;Sí
13201141004;31;Sí
13114091003;32;Sí
13118031001;32;Sí
13119201008;32;Sí
13124061002;32;Sí
13124061007;32;Sí
13110061006;33;Sí
13113061002;33;Sí
13119191002;33;Sí
13124061009;33;Sí
13201171007;33;Sí
13201191008;33;Sí
13201101004;34;Sí
13114151003;35;Sí
13119211003;35;Sí
13122031007;35;Sí
13201081007;35;Sí
13201091004;35;Sí
13201171006;35;Sí
13103021001;36;Sí
13201081004;36;Sí
13201191009;36;Sí
13103091003;37;Sí
13110081003;37;Sí
13114071002;37;Sí
13119021005;37;Sí
13119141004;37;Sí
13201161007;37;Sí
13122111004;38;Sí
13201091003;38;Sí
13201171005;38;Sí
13115011010;39;Sí
13119071003;39;Sí
13114041002;40;Sí
13115011008;40;Sí
13122031002;40;Sí
13201081003;40;Sí
13201161003;40;Sí
13201191006;40;Sí
13110091005;41;Sí
13111071004;42;Sí
13113051003;42;Sí
13113021002;43;Sí
13119021006;43;Sí
13119171001;43;Sí
13201191001;44;Sí
13122031005;45;Sí
13122031006;47;Sí
13132031002;47;Sí
13114151001;96;Sí
