ïagno;rbd;dgv_rbd;nom_rbd;let_rbd;num_rbd;cod_com_rbd;nom_com_rbd;cod_depe;rural_rbd;ens_01;ens_02;ens_03;ens_04;ens_05;ens_06;ens_07;ens_08;ens_09
2004;1;9;LICEO POLITECNICO ARICA;A;2;1201;ARICA;2;0;510;561;610;661;;;;;
2004;2;7;PARVULARIO LAS ESPIGUITAS;E;30;1201;ARICA;2;0;10;;;;;;;;
2004;3;5;ESCUELA PEDRO VICENTE GUTIERREZ TORRES;E;93;1201;ARICA;2;0;163;;;;;;;;
2004;4;3;LICEO OCTAVIO PALMA PEREZ;A;1;1201;ARICA;2;0;310;;;;;;;;
2004;5;1;LICEO JOVINA NARANJO FERNANDEZ;A;5;1201;ARICA;2;0;10;110;310;360;361;;;;
2004;7;8;LICEO POLITEC. ANTONIO VARAS DE LA BARRA;B;4;1201;ARICA;2;0;410;510;610;;;;;;
2004;8;6;COLEGIO INT. EDUARDO FREI MONTALVA;D;2;1201;ARICA;2;0;10;110;310;;;;;;
2004;9;4;ESCUELA REPUBLICA DE ISRAEL;D;4;1201;ARICA;2;0;10;110;;;;;;;
2004;10;8;ESCUELA  REPUBLICA DE FRANCIA;D;6;1201;ARICA;2;0;10;110;;;;;;;
2004;11;6;ESCUELA GRAL. PEDRO LAGOS MARCHANT;D;7;1201;ARICA;2;0;10;110;;;;;;;
2004;12;4;ESCUELA GRAL. JOSE MIGUEL CARRERA;D;10;1201;ARICA;2;0;10;110;;;;;;;
2004;13;2;ESCUELA  MANUEL RODRIGUEZ ERDOYZA;D;11;1201;ARICA;2;0;10;110;;;;;;;
2004;14;0;ESCUELA ROMULO J. PENA MATURANA;D;12;1201;ARICA;2;0;10;110;;;;;;;
2004;15;9;LICEO ARTISTICO DR.  JUAN NOE CREVANI;D;13;1201;ARICA;2;0;10;110;310;;;;;;
2004;16;7;ESCUELA REGIMIENTO RANCAGUA;D;14;1201;ARICA;2;0;10;110;;;;;;;
2004;17;5;ESCUELA  SUBTTE. LUIS CRUZ MARTINEZ;D;16;1201;ARICA;2;0;10;110;;;;;;;
2004;18;3;ESCUELA CDMTE. JUAN JOSE SAN MARTIN;D;17;1201;ARICA;2;0;10;110;;;;;;;
2004;19;1;ESCUELA  HUMBERTO VALENZUELA GARCIA;D;18;1201;ARICA;2;0;10;110;;;;;;;
2004;20;5;ESCUELA  TUCAPEL;D;21;1201;ARICA;2;0;10;110;;;;;;;
2004;21;3;ESCUELA  LINCOYAN;D;23;1201;ARICA;2;0;10;110;;;;;;;
2004;22;1;ESCUELA GABRIELA MISTRAL;D;24;1201;ARICA;2;0;10;110;;;;;;;
2004;25;6;ESCUELA  CENTENARIO;D;91;1201;ARICA;2;0;10;110;;;;;;;
2004;26;4;ESCUELA  REPUBLICA ARGENTINA;E;1;1201;ARICA;2;0;10;110;;;;;;;
2004;27;2;ESCUELA  ESMERALDA;E;5;1201;ARICA;2;0;10;110;;;;;;;
2004;28;0;ESCUELA  RICARDO SILVA ARRIAGADA;E;15;1201;ARICA;2;0;10;110;160;361;;;;;
2004;29;9;ESCUELA AMERICA;E;26;1201;ARICA;2;0;10;110;;;;;;;
2004;30;2;ESCUELA DR.RICARDO OLEA GUERRA;F;22;1201;ARICA;2;0;211;212;215;216;;;;;
2004;31;0;ESCUELA  DARIO SALAS DIAZ;F;3;1201;ARICA;2;1;10;110;;;;;;;
2004;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;F;25;1201;ARICA;2;1;10;110;610;710;;;;;
2004;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;G;8;1201;ARICA;2;1;10;110;;;;;;;
2004;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;G;20;1201;ARICA;2;1;110;;;;;;;;
2004;36;1;ESCUELA  IGNACIO CARRERA PINTO;G;27;1201;ARICA;2;1;10;110;;;;;;;
2004;38;8;ESCUELA SOBRAYA;G;28;1201;ARICA;2;1;10;110;;;;;;;
2004;39;6;ESCUELA  PAMPA ALGODONAL;G;31;1201;ARICA;2;1;110;;;;;;;;
2004;41;8;ESCUELA VALLE DE CHACA;G;55;1201;ARICA;2;1;110;;;;;;;;
2004;42;6;ESCUELA  MOLINOS LLUTA;G;117;1201;ARICA;2;1;110;;;;;;;;
2004;43;4;J.  I.  CEPILLIN;[NULL];0;1201;ARICA;3;0;10;;;;;;;;
2004;44;2;J.  I.  PEQUENILANDIA;[NULL];0;1201;ARICA;3;0;10;;;;;;;;
2004;45;0;COLEGIO ITALIANO SANTA ANA;[NULL];0;1201;ARICA;3;0;10;110;310;;;;;;
2004;46;9;J.  I.  SAN ANDRES;[NULL];0;1201;ARICA;3;0;10;;;;;;;;
2004;47;7;PARVULARIO MUSICAL STA.CECILIA;[NULL];0;1201;ARICA;4;0;10;;;;;;;;
2004;49;3;PARVULARIO PADRE LUIS GALLARDO;[NULL];0;1201;ARICA;3;0;10;;;;;;;;
2004;50;7;COLEGIO ADVENTISTA;[NULL];0;1201;ARICA;3;1;110;310;;;;;;;
2004;51;5;ESCUELA GALLINAZOS;[NULL];0;1201;ARICA;3;1;110;;;;;;;;
2004;52;3;LICEO DOMINGO SANTA MARIA;[NULL];0;1201;ARICA;3;0;10;110;310;410;;;;;
2004;55;8;J.  I.  MONTESSORI GARDEN;[NULL];0;1201;ARICA;4;0;10;;;;;;;;
2004;56;6;COLEGIO SAN MARCOS;[NULL];0;1201;ARICA;4;0;110;310;;;;;;;
2004;58;2;J.  I.  PETETE;[NULL];0;1201;ARICA;4;0;10;;;;;;;;
2004;59;0;COLEGIO SAN JORGE;[NULL];0;1201;ARICA;4;0;10;110;310;;;;;;
2004;60;4;COLEGIO ALEMAN;[NULL];0;1201;ARICA;3;0;10;110;310;;;;;;
2004;66;3;J.  I.  PLUTO;[NULL];0;1201;ARICA;4;0;10;;;;;;;;
2004;67;1;ABRAHAM LINCOLN  SCHOOL;[NULL];0;1201;ARICA;3;0;10;110;310;;;;;;
2004;69;8;JUNIOR COLLEGE;[NULL];0;1201;ARICA;4;0;10;110;310;;;;;;
2004;70;1;ESCUELA  VALLE DE ESQUINA;G;36;1202;CAMARONES;2;1;110;;;;;;;;
2004;72;8;LICEO  VALLE DE CODPA;G;45;1202;CAMARONES;2;1;110;710;;;;;;;
2004;73;6;ESCUELA  VALLE DE COBIJA;G;46;1202;CAMARONES;2;1;110;;;;;;;;
2004;74;4;ESCUELA  VALLE DE CAMARONES;G;47;1202;CAMARONES;2;1;110;;;;;;;;
2004;75;2;ESCUELA VALLE DE GUANACAGUA.;;119;1202;CAMARONES;2;1;110;;;;;;;;
2004;76;0;ESCUELA  VALLE DE CUYA;G;121;1202;CAMARONES;2;1;110;;;;;;;;
2004;78;7;LICEO  GRANADEROS;C;3;1301;PUTRE;2;0;110;160;310;361;;;;;
2004;79;5;ESCUELA  EL MARQUEZ;E;43;1301;PUTRE;2;1;110;;;;;;;;
2004;81;7;ESCUELA  PAYACHATAS;G;38;1301;PUTRE;2;1;110;;;;;;;;
2004;82;5;ESCUELA SAN FRANCISCO DE ASIS;G;39;1301;PUTRE;2;1;110;;;;;;;;
2004;83;3;ESCUELA  COTA COTANI;G;41;1301;PUTRE;2;1;10;110;;;;;;;
2004;84;1;ESCUELA   LOS ALAMOS;G;42;1301;PUTRE;2;1;110;;;;;;;;
2004;86;8;ESCUELA  SAN SANTIAGO DE BELEN;G;44;1301;PUTRE;2;1;110;;;;;;;;
2004;87;6;ESCUELA  ANCOLACANE;G;32;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;88;4;ESCUELA   ALCERRECA;G;33;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;89;2;ESCUELA  HUMAPALCA;G;34;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;90;6;ESCUELA INTERNADO  VISVIRI;G;35;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;91;4;ESCUELA COSAPILLA;G;114;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;92;2;ESCUELA  CHISLLUMA;G;115;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;93;0;ESCUELA CHUJLLUTA;G;116;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;94;9;ESCUELA  GUACOYO;G;123;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;95;7;ESCUELA  COLPITAS;G;125;1302;GENERAL LAGOS;2;1;110;;;;;;;;
2004;97;3;INSTITUTO COMERCIAL DE IQUIQUE;A;6;1101;IQUIQUE;1;0;410;461;;;;;;;
2004;100;7;ESCUELA CARCELARIA;E;93;1101;IQUIQUE;1;0;163;;;;;;;;
2004;102;3;ESC. EDUCACION ESPECIAL FLOR DEL INCA;F;81;1101;IQUIQUE;1;0;211;212;213;215;216;;;;
2004;103;1;ESC. GRAL. BAS. DESAR. ART. VIOLETA PARR;F;86;1101;IQUIQUE;1;0;110;;;;;;;;
2004;105;8;CENTRO DE CAPACITACION LABORAL;F;124;1101;IQUIQUE;1;0;211;212;213;215;;;;;
2004;106;6;INST.DEL MAR AL.CARLOS CONDELL;A;8;1101;IQUIQUE;5;1;810;;;;;;;;
2004;107;4;LIC. LIBERTADOR GRAL BERNARDO O'HIGGINS;A;7;1101;IQUIQUE;1;0;310;;;;;;;;
2004;108;2;LICEO JOSE GUTIERREZ DE LA FUENTE;A;9;1101;IQUIQUE;1;0;510;561;610;661;;;;;
2004;109;0;LICEO ELENA DUVAUCHELLE CABEZON;A;11;1101;IQUIQUE;1;0;110;310;410;;;;;;
2004;110;4;ESCUELA DOMINGO SANTA MARIA;D;71;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;111;2;ESCUELA  GABRIELA MISTRAL;D;72;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;112;0;ESCUELA EDUARDO LLANOS;D;89;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;113;9;ESCUELA  ALMTE. PATRICIO LYNCH;D;90;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;114;7;ESCUELA PLACIDO VILLARROEL;D;92;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;115;5;ESCUELA   JAVIERA CARRERA VERDUGO;D;118;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;116;3;COLEGIO REPUBLICA DE CROACIA;E;70;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;117;1;ESCUELA PAULA JARAQUEMADA;E;75;1101;IQUIQUE;1;0;110;;;;;;;;
2004;119;8;ESCUELA CENTENARIO;E;76;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;120;1;LIC. COMERCIAL Y TECNICO  ARTURO PRAT;E;77;1101;IQUIQUE;1;0;10;110;410;;;;;;
2004;122;8;ESCUELA THILDA PORTILLO OLIVARES;E;78;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;123;6;COLEGIO  ESPANA;E;79;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;124;4;LICEO LUIS CRUZ MARTINEZ;[NULL];0;1101;IQUIQUE;1;0;110;310;510;610;;;;;
2004;125;2;ESCUELA  PROF.MANUEL CASTRO RAMOS;F;85;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;126;0;COLEGIO REPUBLICA DE ITALIA;F;88;1101;IQUIQUE;1;0;10;110;;;;;;;
2004;127;9;LICEO MARIA AUXILIADORA;[NULL];0;1101;IQUIQUE;3;0;110;310;;;;;;;
2004;128;7;J. I.  LITTLE GARDEN;[NULL];0;1101;IQUIQUE;3;0;10;;;;;;;;
2004;129;5;LICEO SUPERIOR GABRIELA MISTRAL;[NULL];0;1101;IQUIQUE;3;0;10;110;310;;;;;;
2004;130;9;NORTH COLLEGE;[NULL];0;1101;IQUIQUE;3;0;110;310;;;;;;;
2004;131;7;LICEO PARTICULAR MIXTO ESCASCE;[NULL];0;1101;IQUIQUE;3;0;110;310;361;;;;;;
2004;132;5;LICEO ACADEMIA IQUIQUE.;[NULL];0;1101;IQUIQUE;3;0;110;310;361;;;;;;
2004;133;3;COLEGIO ADVENTISTA DE IQUIQUE;[NULL];0;1101;IQUIQUE;3;0;110;310;;;;;;;
2004;134;1;LICEO ATENEA;[NULL];0;1101;IQUIQUE;4;0;110;310;;;;;;;
2004;136;8;J.  I.  CAPULLITO;[NULL];0;1101;IQUIQUE;4;0;10;;;;;;;;
2004;139;2;J  .I.  CONEJITO;[NULL];0;1101;IQUIQUE;3;0;10;;;;;;;;
2004;144;9;YOUNG SCHOOL;[NULL];0;1101;IQUIQUE;3;0;110;310;;;;;;;
2004;151;1;"CINDERELLAS SCHOOL""";[NULL];0;1101;IQUIQUE;4;0;110;;;;;;;;
2004;154;6;ESCUELA BASICA FRONTERIZA;F;106;1104;HUARA;2;1;110;;;;;;;;
2004;156;2;ESCUELA  PISAGUA;G;49;1104;HUARA;2;1;10;110;;;;;;;
2004;158;9;ESCUELA   CHIAPA;G;56;1104;HUARA;2;1;110;;;;;;;;
2004;159;7;ESCUELA  JAINA;G;58;1104;HUARA;2;1;110;;;;;;;;
2004;160;0;ESCUELA  PACHICA;G;94;1104;HUARA;2;1;110;;;;;;;;
2004;161;9;LICEO DE HUARA;G;105;1104;HUARA;2;1;10;110;310;361;710;;;;
2004;162;7;ESCUELA   SIBAYA;G;107;1104;HUARA;2;1;110;;;;;;;;
2004;165;1;ESCUELA  CHUSMIZA;G;110;1104;HUARA;2;1;110;;;;;;;;
2004;167;8;ESCUELA  CAMINA;F;62;1102;CAMINA;2;0;10;110;;;;;;;
2004;168;6;ESCUELA   CUISAMA;G;51;1102;CAMINA;2;1;110;;;;;;;;
2004;169;4;ESCUELA  QUISTAGAMA;G;52;1102;CAMINA;2;1;110;;;;;;;;
2004;170;8;ESCUELA   NAMA;G;54;1102;CAMINA;2;1;110;;;;;;;;
2004;171;6;ESCUELA  APAMILCA;G;60;1102;CAMINA;2;1;110;;;;;;;;
2004;172;4;ESCUELA   CHAPIQUILTA;G;61;1102;CAMINA;2;1;110;;;;;;;;
2004;173;2;ESCUELA   MOQUELLA;G;63;1102;CAMINA;2;1;110;;;;;;;;
2004;174;0;ESCUELA    FRANCIA;G;95;1102;CAMINA;2;1;110;;;;;;;;
2004;175;9;ESCUELA  YALA-YALA;G;127;1102;CAMINA;2;1;110;;;;;;;;
2004;177;5;ESCUELA BASICA CARIQUIMA;D;66;1103;COLCHANE;2;1;110;;;;;;;;
2004;178;3;ESCUELA BASICA FRONTERIZA COLCHANE;E;50;1103;COLCHANE;2;0;10;110;;;;;;;
2004;179;1;ESCUELA BASICA MAUQUE;G;57;1103;COLCHANE;2;1;110;;;;;;;;
2004;185;6;ESCUELA BASICA PISIGA CHOQUE;G;68;1103;COLCHANE;2;1;110;;;;;;;;
2004;186;4;ESCUELA BASICA ENQUELGA;G;69;1103;COLCHANE;2;1;110;;;;;;;;
2004;187;2;ESCUELA  VERTIENTE DEL SABER;F;100;1105;PICA;2;0;10;110;;;;;;;
2004;188;0;ESCUELA  MATILLA DE NUEVA EXTREMADURA;G;102;1105;PICA;2;1;110;;;;;;;;
2004;191;0;LIC.  ALC.  SERGIO GONZALEZ GUTIERREZ;C;12;1106;POZO ALMONTE;1;0;160;310;360;410;510;;;;
2004;192;9;ESCUELA BASICA MAMINA;F;96;1106;POZO ALMONTE;1;1;10;110;;;;;;;
2004;193;7;ESCUELA BASICA  POZO ALMONTE;F;97;1106;POZO ALMONTE;1;0;10;110;;;;;;;
2004;195;3;ESCUELA BASICA  LA TIRANA;G;99;1106;POZO ALMONTE;1;1;110;;;;;;;;
2004;196;1;ESCUELA BASICA  HUATACONDO;G;101;1106;POZO ALMONTE;1;1;110;;;;;;;;
2004;198;8;ESCUELA BASICA  LA HUAYCA;G;120;1106;POZO ALMONTE;1;1;110;;;;;;;;
2004;199;6;DOMINGO LATRILLE LOUSTAUNOU;B;2;2301;TOCOPILLA;2;0;160;310;361;;;;;;
2004;200;3;DIEGO PORTALES PALAZUELOS;C;3;2301;TOCOPILLA;2;0;410;510;610;;;;;;
2004;201;1;CARLOS CONDELL DE LA HAZA;D;7;2301;TOCOPILLA;2;0;10;110;;;;;;;
2004;203;8;ESC. BAS. PABLO NERUDA;E;3;2301;TOCOPILLA;2;0;10;110;;;;;;;
2004;204;6;ESC. BAS. L. GRAL. BERNARDO O'HIGGINS R.;E;10;2301;TOCOPILLA;2;0;10;110;;;;;;;
2004;205;4;ESC. BAS. ARTURO PRAT CHACON;E;12;2301;TOCOPILLA;2;0;10;110;;;;;;;
2004;206;2;ESC. BAS. E. UNIDOS DE NORTEAMERICA;F;6;2301;TOCOPILLA;2;0;10;110;;;;;;;
2004;207;0;ESC. ESP. PEDRO AGUIRRE CERDA;F;9;2301;TOCOPILLA;2;0;211;212;;;;;;;
2004;208;9;COL. SAGRADA FAMILIA;[NULL];0;2301;TOCOPILLA;3;0;10;110;310;;;;;;
2004;210;0;ESC. BAS. ARTURO PEREZ CANTO;D;133;2302;MARIA ELENA;2;0;10;110;;;;;;;
2004;211;9;LIC. T.P. - C.H. MARIA ELENA;C;1;2302;MARIA ELENA;2;0;310;410;510;;;;;;
2004;214;3;ESC. BAS. IGNACIO CARRERA PINTO;G;15;2302;MARIA ELENA;2;1;110;;;;;;;;
2004;217;8;LIC. LUIS CRUZ MARTINEZ;A;23;2201;CALAMA;1;0;310;;;;;;;;
2004;218;6;LIC. HAB. FRANCISCO DE AGUIRRE;B;8;2201;CALAMA;1;0;310;510;610;;;;;;
2004;219;4;LIC. POL. CESAREO AGUIRRE GOYENECHEA;B;9;2201;CALAMA;1;0;510;610;;;;;;;
2004;220;8;LIC. HAB. AMERICA;B;10;2201;CALAMA;1;0;310;510;;;;;;;
2004;222;4;C.E.I.A.;C;24;2201;CALAMA;1;0;160;360;361;;;;;;
2004;223;2;ESC. BAS. CLAUDIO ARRAU;D;32;2201;CALAMA;1;0;110;;;;;;;;
2004;224;0;ESC. BAS. REPUBLICA DE GRECIA;D;35;2201;CALAMA;1;0;110;;;;;;;;
2004;225;9;ESC. BAS. REPUBLICA DE BOLIVIA;D;37;2201;CALAMA;1;0;110;;;;;;;;
2004;226;7;ESC. BAS. EMILIO SOTOMAYOR;D;45;2201;CALAMA;1;0;110;;;;;;;;
2004;227;5;ESC. BAS. PRESIDENTE BALMACEDA;D;48;2201;CALAMA;1;0;110;;;;;;;;
2004;228;3;ESC. BAS. VADO DE TOPATER;D;49;2201;CALAMA;1;0;110;;;;;;;;
2004;229;1;ESC. BAS. REPUBLICA DE CHILE;D;54;2201;CALAMA;1;0;110;;;;;;;;
2004;230;5;ESC. BAS. ANDRES BELLO;E;31;2201;CALAMA;1;0;110;;;;;;;;
2004;231;3;ESC. BAS. JOHN FITZGERALD KENNEDY;E;34;2201;CALAMA;1;0;110;;;;;;;;
2004;232;1;ESC. BAS. PEDRO VERGARA KELLER;E;42;2201;CALAMA;1;0;110;;;;;;;;
2004;234;8;ESC. BAS. REPUBLICA DEL ECUADOR;E;51;2201;CALAMA;1;0;110;361;;;;;;;
2004;235;6;ESC. PARV. PRINCIPITO;E;115;2201;CALAMA;1;0;10;;;;;;;;
2004;236;4;ESC. PARV. LAS ABEJITAS;E;117;2201;CALAMA;1;0;10;;;;;;;;
2004;237;2;ESC. PARV. LLAMITO BLANCO;E;120;2201;CALAMA;1;0;10;;;;;;;;
2004;238;0;ESC. ESP. LOA;F;33;2201;CALAMA;1;0;212;215;;;;;;;
2004;239;9;ESC. BAS. 21 DE MAYO;F;41;2201;CALAMA;1;0;110;;;;;;;;
2004;240;2;ESC. BAS. REPUBLICA DE FRANCIA;F;53;2201;CALAMA;1;0;110;;;;;;;;
2004;241;0;ESC. PARV. LAS ARDILLAS;F;118;2201;CALAMA;1;0;10;;;;;;;;
2004;243;7;ESC. BAS. PUKARA;G;23;2201;CALAMA;1;1;110;;;;;;;;
2004;244;5;ESC. PARV. LOS ENANITOS;G;114;2201;CALAMA;1;0;10;;;;;;;;
2004;245;3;ESC. PARV. PAPELUCHO;G;122;2201;CALAMA;1;0;10;;;;;;;;
2004;246;1;ESC. BAS. NTA. SRA. DE LA CANDELARIA;E;20;2201;CALAMA;1;0;10;110;;;;;;;
2004;248;8;ESC. BAS. SAN JOSE;G;17;2201;CALAMA;1;1;110;;;;;;;;
2004;249;6;ESC. BAS. SAN ANDRES;G;19;2201;CALAMA;1;1;110;;;;;;;;
2004;251;8;ESC. BAS. SAN SANTIAGO;G;36;2201;CALAMA;1;1;110;;;;;;;;
2004;252;6;ESC. BAS. SAN FRANCISCO;G;52;2201;CALAMA;1;1;110;;;;;;;;
2004;253;4;COLEGIO  ADVENTISTA  CALAMA;[NULL];0;2201;CALAMA;3;0;10;110;310;;;;;;
2004;254;2;COL. NUESTRA. SRA. DE AYQUINA;[NULL];0;2201;CALAMA;3;0;110;310;;;;;;;
2004;255;0;ESC. BAS. EJERCITO DE SALVACION;[NULL];0;2201;CALAMA;3;0;10;110;;;;;;;
2004;256;9;INS. OBISPO SILVA LEZAETA;[NULL];0;2201;CALAMA;3;0;110;310;;;;;;;
2004;257;7;COL. CHUQUICAMATA;[NULL];0;2201;CALAMA;3;0;110;310;;;;;;;
2004;259;3;ESC. PARV. JESUS DE NAZARETH;[NULL];0;2201;CALAMA;4;0;10;;;;;;;;
2004;261;5;ESC. PARV. C. RAFAEL TORREBLANCA;[NULL];0;2201;CALAMA;4;0;10;;;;;;;;
2004;262;3;ESC. PARV. MICKEY MOUSE;[NULL];0;2201;CALAMA;3;0;10;;;;;;;;
2004;265;8;ESC. PARV. LOS CONEJITOS;G;123;2201;CALAMA;1;0;10;;;;;;;;
2004;268;2;ESC. BAS. SAN ANTONIO DE PADUA;E;39;2202;OLLAGUE;2;1;110;;;;;;;;
2004;269;0;SAN PEDRO DE ATACAMA;E;26;2203;SAN PEDRO DE ATACAMA;2;0;10;110;;;;;;;
2004;270;4;ESC. BAS. TOCONAO;E;21;2203;SAN PEDRO DE ATACAMA;2;0;10;110;;;;;;;
2004;271;2;ESC. BAS. CAMAR;G;22;2203;SAN PEDRO DE ATACAMA;2;1;110;;;;;;;;
2004;273;9;ESC. BAS. SOLOR;G;25;2203;SAN PEDRO DE ATACAMA;2;1;110;;;;;;;;
2004;274;7;ESC. BAS. SAN ROQUE;G;27;2203;SAN PEDRO DE ATACAMA;2;1;110;;;;;;;;
2004;275;5;ESC. BAS. ANDINA;G;28;2203;SAN PEDRO DE ATACAMA;2;1;110;;;;;;;;
2004;276;3;ESC. BAS. TALABRE;G;29;2203;SAN PEDRO DE ATACAMA;2;1;110;;;;;;;;
2004;277;1;ESC. BAS. SAN BARTOLOME;G;30;2203;SAN PEDRO DE ATACAMA;2;1;110;;;;;;;;
2004;279;8;LIC. IND. EULOGIO GORDO MONEO;A;16;2101;ANTOFAGASTA;1;0;510;560;;;;;;;
2004;280;1;INS. SUP. COM. JERARDO MUNOZ CAMPOS;A;12;2101;ANTOFAGASTA;1;0;310;410;461;;;;;;
2004;282;8;C.R.SOC.REC. (A-1) CEIA A.RENDIC I.(EX.-;B;32;2101;ANTOFAGASTA;1;0;163;;;;;;;;
2004;283;6;LIC. TECNICO ANTOFAGASTA;A;14;2101;ANTOFAGASTA;1;0;310;510;610;660;;;;;
2004;284;4;LIC. MARIO BAHAMONDES SILVA;A;15;2101;ANTOFAGASTA;1;0;10;110;160;310;360;361;410;510;
2004;285;2;LIC. HABIL. MARTA NAREA DIAZ;A;17;2101;ANTOFAGASTA;1;0;10;110;310;510;610;810;;;
2004;286;0;LIC. HABIL. LA PORTADA;A;22;2101;ANTOFAGASTA;1;0;310;510;610;;;;;;
2004;287;9;LIC. DOMINGO HERRERA RIVERA;B;13;2101;ANTOFAGASTA;1;0;310;;;;;;;;
2004;288;7;ESC. BAS. JAPON;D;58;2101;ANTOFAGASTA;1;0;110;;;;;;;;
2004;289;5;ESC. BAS. ESPANA;D;59;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;291;7;ESC. BAS. PADRE GUSTAVO LE PAIGE DE W.;D;65;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;292;5;ESC. BAS. REPUBLICA DE ITALIA;D;66;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;293;3;ESC. BAS. JOSE PAPIC RADNIC;D;68;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;294;1;ESC. BAS. PROFESORA LJUBICA DOMIC WUTH;D;72;2101;ANTOFAGASTA;1;0;110;;;;;;;;
2004;296;8;ESC. BAS. REP. EE.UU. DE NORTEAMERICA;D;73;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;297;6;ESC. BAS. ALCALDE MAXIMILIANO POBLETE C.;D;74;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;298;4;ESC. BAS. DARIO SALAS DIAZ;D;75;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;299;2;ESC. BAS. REPUBLICA DE GRECIA;D;76;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;301;8;ESC. BAS. ROMULO J. PENA MATURANA;D;85;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;302;6;ESC. BAS. JUAN LOPEZ;D;86;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;303;4;ESC. BAS. REPUBLICA ARGENTINA;D;90;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;304;2;LIC. ANDRES SABELLA GALVEZ (EX D-91);B;29;2101;ANTOFAGASTA;1;0;10;110;310;;;;;;
2004;305;0;ESC. BAS. HUMBERTO GONZALEZ ECHEGOYEN;D;121;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;306;9;ESC. BAS. HUANCHACA;E;56;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;307;7;ESC. PARV. MARCELA PAZ;E;57;2101;ANTOFAGASTA;1;0;10;;;;;;;;
2004;310;7;ESC. BAS. CLAUDIO MATTE PEREZ;E;67;2101;ANTOFAGASTA;1;0;110;;;;;;;;
2004;311;5;ESC. ESP. JUAN SANDOVAL CARRASCO;E;77;2101;ANTOFAGASTA;1;0;211;212;216;;;;;;
2004;312;3;ESC. BAS. REPUBLICA DEL ECUADOR;E;79;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;313;1;ESC. BAS. ARTURO PRAT CHACON;E;80;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;315;8;ESC. BAS. HEROES DE LA CONCEPCION;E;81;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;316;6;ESC. BAS. LAS AMERICAS;E;84;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;317;4;ESC. BAS. LAS ROCAS;E;87;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;318;2;ESC. BAS. EDDA CUNEO DONAGGIO;E;88;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;319;0;ESC. BAS. LA BANDERA;E;97;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;320;4;ESC. BAS. ARMANDO CARRERA GONZALEZ;F;60;2101;ANTOFAGASTA;1;0;110;;;;;;;;
2004;322;0;ESC. BAS. GRAL. MANUEL BAQUEDANO;F;78;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;324;7;ESC. BAS. FUNDACION MINERA ESCONDIDA;F;89;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;326;3;ESC. BAS. GRAL. STGO. AMENGUAL BALBONTIN;F;94;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;327;1;ESC. BAS. PEDRO AGUIRRE CERDA;F;95;2101;ANTOFAGASTA;1;0;10;110;;;;;;;
2004;329;8;ESC. BAS. LIBERTADORES DE CHILE;F;96;2101;ANTOFAGASTA;1;0;110;;;;;;;;
