ïagno;rbd;dgv_rbd;nom_rbd;let_rbd;num_rbd;cod_com_rbd;nom_com_rbd;cod_depe;rural_rbd;ens_01;ens_02;ens_03;ens_04;ens_05;ens_06;ens_07;ens_08;ens_09
2004;4336;2;DIUTO;G;936;8301;LOS ANGELES;2;1;110;;;;;;;;
2004;4337;0;LA HOYADA;G;989;8309;QUILLECO;2;1;110;;;;;;;;
2004;4338;9;CANICURA;G;990;8309;QUILLECO;2;1;110;;;;;;;;
2004;4339;7;CENTINELA;G;991;8309;QUILLECO;2;1;110;;;;;;;;
2004;4340;0;PROFESORA ALBERTINA SANCHEZ VALENZUELA;G;992;8309;QUILLECO;2;1;110;;;;;;;;
2004;4341;9;LAS ARENAS;G;995;8309;QUILLECO;2;1;110;;;;;;;;
2004;4342;7;ERMINDA GOMEZ DE POLIC;G;1000;8309;QUILLECO;2;1;110;;;;;;;;
2004;4344;3;CERRO YANQUI;G;1002;8309;QUILLECO;2;1;110;;;;;;;;
2004;4345;1;RIO PARDO;G;1003;8309;QUILLECO;2;1;110;;;;;;;;
2004;4347;8;BLANCA ESTRELLA;G;1006;8309;QUILLECO;2;1;110;;;;;;;;
2004;4348;6;EL ESFUERZO;G;1007;8309;QUILLECO;2;1;110;;;;;;;;
2004;4349;4;LA MESETA;G;1008;8309;QUILLECO;2;1;110;;;;;;;;
2004;4350;8;LAS AGUILAS;0;0;8309;QUILLECO;3;1;110;;;;;;;;
2004;4351;6;MONSENOR OROZIMBO FUENZALIDA;0;0;8309;QUILLECO;3;1;10;110;;;;;;;
2004;4352;4;ENRIQUE BERNSTEIN CARABANTES;E;1210;8311;SANTA BARBARA;2;0;10;110;;;;;;;
2004;4353;2;LICEO CARDENAL ANTONIO SAMORE;B;76;8311;SANTA BARBARA;2;0;310;361;;;;;;;
2004;4354;0;ESCUELA DE CONCENTRACION FRONTERIZA RALC;E;970;8311;SANTA BARBARA;2;1;10;110;160;;;;;;
2004;4355;9;EL HUACHI;F;959;8311;SANTA BARBARA;2;1;10;110;;;;;;;
2004;4356;7;LOS BOLDOS;G;954;8311;SANTA BARBARA;2;1;10;110;;;;;;;
2004;4357;5;VILLUCURA;G;956;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4358;3;MARIANO PUGA VEGA;G;957;8311;SANTA BARBARA;2;1;10;110;;;;;;;
2004;4359;1;MANIL;G;958;8311;SANTA BARBARA;2;1;10;110;;;;;;;
2004;4361;3;CORCOVADO;G;961;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4362;1;LO NIEVE;G;962;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4365;6;RINCONADA;G;964;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4368;0;LOS NOTROS;G;967;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4372;9;QUILLAILEO;G;973;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4373;7;LIPIN;G;974;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4374;5;PITRIL;G;1180;8311;SANTA BARBARA;2;1;10;110;;;;;;;
2004;4375;3;ESCUELA RALCO LEPOY;G;1181;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4379;6;CALLAQUI;G;1183;8311;SANTA BARBARA;2;1;110;;;;;;;;
2004;4381;8;CENTRO DE LENGUAJE Y APRENDIZAJE;0;0;8311;SANTA BARBARA;3;0;212;;;;;;;;
2004;4382;6;STA BARBARA;0;0;8311;SANTA BARBARA;3;0;10;110;;;;;;;
2004;4383;4;AGUA SANTA;0;0;8311;SANTA BARBARA;3;1;110;;;;;;;;
2004;4384;2;QUEPUCA RALCO;0;0;8311;SANTA BARBARA;3;1;110;;;;;;;;
2004;4386;9;NUEVA GUAYALI;0;35;8311;SANTA BARBARA;3;1;110;;;;;;;;
2004;4387;7;LAS PARCELAS;0;37;8311;SANTA BARBARA;3;1;110;;;;;;;;
2004;4389;3;TRAPA TRAPA;0;70;8311;SANTA BARBARA;3;1;110;;;;;;;;
2004;4391;5;EL CASTILLO;0;72;8311;SANTA BARBARA;3;1;10;110;;;;;;;
2004;4392;3;QUILACO;F;1093;8308;QUILACO;2;0;10;110;;;;;;;
2004;4393;1;RUCALHUE;F;1092;8308;QUILACO;2;1;110;;;;;;;;
2004;4395;8;CERRO EL PADRE;G;1083;8308;QUILACO;2;1;110;;;;;;;;
2004;4396;6;CAMPAMENTO;G;1084;8308;QUILACO;2;1;110;;;;;;;;
2004;4397;4;DANICALQUI;G;1085;8308;QUILACO;2;1;110;;;;;;;;
2004;4398;2;BELLAVISTA;G;1087;8308;QUILACO;2;1;110;;;;;;;;
2004;4402;4;LONCOPANGUE;G;1091;8308;QUILACO;2;1;110;;;;;;;;
2004;4403;2;ESCUELA ADULTOS RIO SUR;F;1192;8305;MULCHEN;2;0;160;;;;;;;;
2004;4404;0;PROFESOR MIGUEL ANGEL CERDA;B;69;8305;MULCHEN;2;0;310;361;710;;;;;;
2004;4405;9;COLEGIO BLANCO ENCALADA;D;1053;8305;MULCHEN;2;0;10;110;;;;;;;
2004;4406;7;MULCHEN;D;1054;8305;MULCHEN;2;0;10;110;;;;;;;
2004;4407;5;IGNACIO VERDUGO CAVADA;E;1081;8305;MULCHEN;2;0;10;110;;;;;;;
2004;4408;3;LICEO CRISOL;E;1082;8305;MULCHEN;2;0;10;110;;;;;;;
2004;4409;1;SACERDOTE ALEJANDRO MANERA;F;1060;8305;MULCHEN;2;0;10;110;;;;;;;
2004;4410;5;VILLA LAS PEÃAS;F;1080;8305;MULCHEN;2;0;10;110;;;;;;;
2004;4412;1;ALHUELEMU;G;1219;8305;MULCHEN;2;1;110;;;;;;;;
2004;4414;8;MUNILQUE IZAURIETA;F;1047;8305;MULCHEN;2;1;110;;;;;;;;
2004;4415;6;SANTA MONICA;F;1095;8305;MULCHEN;2;1;110;;;;;;;;
2004;4417;2;SAN LUIS DE MALVEN;G;1056;8305;MULCHEN;2;1;110;;;;;;;;
2004;4419;9;BUREO;G;1058;8305;MULCHEN;2;1;110;;;;;;;;
2004;4421;0;PILQUEN;G;1062;8305;MULCHEN;2;1;110;;;;;;;;
2004;4423;7;SELVA NEGRA;G;1064;8305;MULCHEN;2;1;110;;;;;;;;
2004;4425;3;HOGAR EL CISNE;G;1066;8305;MULCHEN;2;1;110;;;;;;;;
2004;4426;1;EL PARRON;F;1067;8305;MULCHEN;2;1;110;;;;;;;;
2004;4432;6;EL EDEN;G;1071;8305;MULCHEN;2;1;110;;;;;;;;
2004;4433;4;RAPELCO;G;1072;8305;MULCHEN;2;1;110;;;;;;;;
2004;4434;2;TRES VIENTOS;G;1073;8305;MULCHEN;2;1;110;;;;;;;;
2004;4435;0;LOS HINOJOS;G;1074;8305;MULCHEN;2;1;110;;;;;;;;
2004;4436;9;SANTA ADRIANA;G;1075;8305;MULCHEN;2;1;110;;;;;;;;
2004;4437;7;AURORA DE ENERO;G;1076;8305;MULCHEN;2;1;110;;;;;;;;
2004;4441;5;CASAS DE PILE;G;1094;8305;MULCHEN;2;1;110;;;;;;;;
2004;4443;1;SAN BERNARDINO DE SENA;0;1;8305;MULCHEN;3;0;10;110;;;;;;;
2004;4445;1;EL MIRADOR DEL BIO BIO;0;0;8305;MULCHEN;3;1;110;;;;;;;;
2004;4446;6;LICEO LA FRONTERA;C;95;8307;NEGRETE;2;0;10;110;310;;;;;;
2004;4447;4;RIHUE;F;1051;8307;NEGRETE;2;1;10;110;;;;;;;
2004;4448;2;VILLA COIGUE;F;1052;8307;NEGRETE;2;0;10;110;361;;;;;;
2004;4449;0;VAQUERIA;G;1049;8307;NEGRETE;2;1;10;110;;;;;;;
2004;4451;2;LICEO DE NACIMIENTO;C;68;8306;NACIMIENTO;2;0;310;360;361;710;;;;;
2004;4452;0;EL SABER;E;1027;8306;NACIMIENTO;2;0;10;110;160;;;;;;
2004;4453;9;VILLA ALEGRE;F;1038;8306;NACIMIENTO;2;0;10;110;;;;;;;
2004;4454;7;CANADA;F;1046;8306;NACIMIENTO;2;0;10;110;;;;;;;
2004;4455;5;TOQUI LAUTARO;F;1050;8306;NACIMIENTO;2;0;10;110;;;;;;;
2004;4456;3;DOLLINCO;F;1037;8306;NACIMIENTO;2;1;10;110;;;;;;;
2004;4457;1;SANTA GERTRUDIS;G;1026;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4459;8;SAN RAMON;G;1029;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4460;1;LOS PATOS;G;1030;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4462;8;EL PERAL;G;1031;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4463;6;EL TAMBILLO;G;1032;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4465;2;SAN FRANCISCO DE MONTERREY;G;1034;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4466;0;CHOROICO;G;1035;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4467;9;SANTA LUISA;G;1036;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4469;5;PALMILLA;G;1040;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4470;9;SAN FRANCISCO DE MILLAPOA;G;1041;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4471;7;CARRIZAL;G;1042;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4472;5;SAN ROQUE;G;1043;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4473;3;LAS CORRIENTES;G;1044;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4474;1;MILLAPOA DIUQUIN;G;1045;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4476;8;LOS GUINDOS ALTOS;G;1184;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4478;4;LOS CASTANOS;G;1186;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4479;2;LO LOPEZ;G;1187;8306;NACIMIENTO;2;1;110;;;;;;;;
2004;4480;6;EL CARRIZAL;0;7;8306;NACIMIENTO;3;1;110;;;;;;;;
2004;4481;4;JOSE ABELARDO NUNEZ;D;975;8304;LAJA;2;0;10;110;;;;;;;
2004;4482;2;NIVEQUETEN;E;980;8304;LAJA;2;0;10;110;;;;;;;
2004;4483;0;HEROES DE LA CONCEPCION;A;66;8304;LAJA;2;0;310;410;510;;;;;;
2004;4484;9;LA COLONIA;F;976;8304;LAJA;2;1;10;110;;;;;;;
2004;4485;7;JOSE BERNARDO SUAREZ BENITEZ;F;984;8304;LAJA;2;1;10;110;;;;;;;
2004;4486;5;INTERNADO LAS CIENAGAS;G;884;8304;LAJA;2;1;110;;;;;;;;
2004;4488;1;JUAN LUIS SANFUENTES;G;979;8304;LAJA;2;1;110;;;;;;;;
2004;4491;1;LOS CERRILLOS;G;983;8304;LAJA;2;1;110;;;;;;;;
2004;4493;8;SANTIAGO AMENGUAL BALBONTIN;G;985;8304;LAJA;2;1;110;;;;;;;;
2004;4494;6;RUCAHUE;G;986;8304;LAJA;2;1;110;;;;;;;;
2004;4495;4;DIEGO JOSE BENAVENTE BUSTAMANTE;G;1203;8304;LAJA;2;1;110;;;;;;;;
2004;4496;2;SAN MAURICIO;0;0;8304;LAJA;3;0;10;110;;;;;;;
2004;4497;0;ALFA Y OMEGA;0;0;8304;LAJA;3;0;10;110;160;;;;;;
2004;4498;9;SANTA ELISA;0;0;8304;LAJA;3;0;110;;;;;;;;
2004;4499;7;COLEGIO SAN JORGE;0;0;8304;LAJA;4;0;10;110;310;;;;;;
2004;4500;4;LICEO SAN ROSENDO;C;72;8310;SAN ROSENDO;2;0;310;;;;;;;;
2004;4501;2;MIGUEL LUIS AMUNATEGUI;F;1141;8310;SAN ROSENDO;2;0;10;110;;;;;;;
2004;4502;0;TURQUIA;G;1218;8310;SAN ROSENDO;2;1;110;;;;;;;;
2004;4503;9;CALLEJONES;G;1139;8310;SAN ROSENDO;2;1;10;110;;;;;;;
2004;4504;7;ESCUELA MUNICIPAL DE ADULTOS;F;1097;8313;YUMBEL;2;0;163;;;;;;;;
2004;4505;5;LICEO PADRE LUIS ALBERTO SALDES I. DE YU;C;70;8313;YUMBEL;2;0;310;;;;;;;;
2004;4506;3;ESCUELA MUNICIPAL DE YUMBEL;E;1115;8313;YUMBEL;2;0;10;110;;;;;;;
2004;4507;1;ESCUELA MUNICIPAL DE YUMBEL ESTACION;F;1109;8313;YUMBEL;2;0;10;110;;;;;;;
2004;4509;8;LICEO MUNICIPAL DE RIO CLARO;C;77;8313;YUMBEL;2;1;10;110;310;;;;;;
2004;4510;1;ESCUELA MUNICIPAL DE CAMBRALES;F;1105;8313;YUMBEL;2;1;10;110;;;;;;;
2004;4512;8;ESCUELA MUNICIPAL DE LA AGUADA;F;1106;8313;YUMBEL;2;1;10;110;;;;;;;
2004;4513;6;ESCUELA MUNICIPAL DE TOMECO;F;1125;8313;YUMBEL;2;1;10;110;;;;;;;
2004;4514;4;ESCUELA MUNICIPAL DE RERE;F;1140;8313;YUMBEL;2;1;10;110;;;;;;;
2004;4516;0;ESCUELA MUNICIPAL DE LAS NIEVES;G;1111;8313;YUMBEL;2;1;110;;;;;;;;
2004;4517;9;ESCUELA MUNICIPAL DE CANCHILLAS;G;1116;8313;YUMBEL;2;1;110;;;;;;;;
2004;4519;5;ESCUELA MUNICIPAL DE PASO HONDO;G;1121;8313;YUMBEL;2;1;110;;;;;;;;
2004;4520;9;ESCUELA MUNICIPAL DE PERIGALLO;G;1124;8313;YUMBEL;2;1;110;;;;;;;;
2004;4521;7;ESCUELA MUNICIPAL DE HUINACO;G;1126;8313;YUMBEL;2;1;110;;;;;;;;
2004;4522;5;ESCUELA MUNICIPAL DE CHOIGUE ALTO;G;1129;8313;YUMBEL;2;1;110;;;;;;;;
2004;4524;1;ESCUELA MUNICIPAL DE LOS DESPACHOS;G;1133;8313;YUMBEL;2;1;110;;;;;;;;
2004;4527;6;ESCUELA MUNICIPAL DE CERRO PARRA;G;1135;8313;YUMBEL;2;1;110;;;;;;;;
2004;4528;4;ESCUELA MUNICIPAL DE EL FUERTE;G;1136;8313;YUMBEL;2;1;110;;;;;;;;
2004;4529;2;ESCUELA MUNICIPAL DE TOMENTUCO;G;1137;8313;YUMBEL;2;1;110;;;;;;;;
2004;4530;6;INSTITUTO SAN SEBASTIAN BASICO;0;1;8313;YUMBEL;3;0;10;110;;;;;;;
2004;4531;4;MARINA DE CHILE;D;549;8101;CONCEPCION;2;0;10;110;310;;;;;;
2004;4533;0;LICEO TECNICO;A;29;8101;CONCEPCION;5;0;510;610;;;;;;;
2004;4534;9;LICEO COMERCIAL ENRIQUE OYARZUN MONDACA;A;30;8101;CONCEPCION;5;0;410;;;;;;;;
2004;4535;7;LICEO INDUSTRIAL DEL BIO BIO;A;31;8101;CONCEPCION;5;0;510;;;;;;;;
2004;4536;5;LICEO COMERCIAL FEMENINO;A;32;8101;CONCEPCION;5;0;410;;;;;;;;
2004;4538;1;ESCUELA DE ADULTOS CHACABUCO;E;515;8101;CONCEPCION;2;0;163;;;;;;;;
2004;4540;3;ESCUELA PARVULARIA BLANCA ESTELA;E;531;8101;CONCEPCION;2;0;10;;;;;;;;
2004;4543;8;ESCUELA ESPECIAL CHILE ESPANA;E;1197;8101;CONCEPCION;2;0;212;;;;;;;;
2004;4544;6;NUEVOS HORIZONTES;F;516;8101;CONCEPCION;2;0;163;;;;;;;;
2004;4546;2;CENTRO INTEGRADO DE EDUCACION ESPECIAL;F;526;8101;CONCEPCION;2;0;212;;;;;;;;
2004;4548;9;COLEGIO BIO BIO;F;528;8101;CONCEPCION;2;0;10;110;211;;;;;;
2004;4550;0;ESC DIFERENCIAL PIERRE MENDES FRANCE;F;655;8108;SAN PEDRO DE LA PAZ;2;0;212;;;;;;;;
2004;4551;9;ESCUELA HOSPITAL;G;545;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4553;5;LICEO DE NINAS;A;33;8101;CONCEPCION;2;0;310;;;;;;;;
2004;4554;3;LICEO ANDALIEN;A;34;8101;CONCEPCION;2;0;310;;;;;;;;
2004;4555;1;LICEO ENRIQUE MOLINA GARMENDIA;A;35;8101;CONCEPCION;2;0;110;310;;;;;;;
2004;4557;8;LICEO EXPERIMENTAL LUCILA GODOY ALCAYAGA;A;39;8101;CONCEPCION;2;0;310;360;361;;;;;;
2004;4558;6;LICEO JOSE MANUEL BALMACEDA;A;85;8101;CONCEPCION;2;0;360;361;;;;;;;
2004;4559;4;LORENZO ARENAS OLIVO;B;36;8101;CONCEPCION;2;0;310;;;;;;;;
2004;4560;8;LICEO CHIGUAYANTE;B;37;8103;CHIGUAYANTE;2;0;310;510;;;;;;;
2004;4561;6;LICEO JUAN MARTINEZ DE ROZAS;B;38;8101;CONCEPCION;2;0;310;;;;;;;;
2004;4562;4;LICEO SAN PEDRO;B;44;8108;SAN PEDRO DE LA PAZ;2;0;310;;;;;;;;
2004;4563;2;REPUBLICA DE ECUADOR;D;518;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4564;0;COLEGIO REPUBLICA DEL BRASIL;D;519;8101;CONCEPCION;2;0;10;110;310;;;;;;
2004;4565;9;DOMINGO SANTA MARIA;D;520;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4566;7;REPUBLICA ARGENTINA;D;522;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4568;3;LUIS DAVID CRUZ OCAMPO;D;536;8101;CONCEPCION;2;0;10;110;216;;;;;;
2004;4569;1;DIEGO PORTALES PALAZUELOS;D;538;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4570;5;ESTADOS UNIDOS DE AMERICA;D;555;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4571;3;JOSE HIPOLITO SALAS Y TORO;D;557;8103;CHIGUAYANTE;2;0;10;110;160;310;361;;;;
2004;4572;1;GRAN BRETANA;D;558;8101;CONCEPCION;2;0;10;110;310;;;;;;
2004;4574;8;ESPANA;D;559;8101;CONCEPCION;2;0;10;110;310;;;;;;
2004;4575;6;JOHN F KENNEDY;D;561;8103;CHIGUAYANTE;2;0;10;110;;;;;;;
2004;4576;4;BELGICA;D;565;8103;CHIGUAYANTE;2;0;10;110;;;;;;;
2004;4577;2;REPUBLICA DE ISRAEL;D;566;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4578;0;DARIO SALAS MARCHANT;D;646;8108;SAN PEDRO DE LA PAZ;2;0;10;110;;;;;;;
2004;4579;9;RENE LOUVEL;E;521;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4580;2;ANGEL GUSTAVO ROJAS;E;542;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4581;0;OSCAR CASTRO ZUNIGA;E;546;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4582;9;ESTHER HUNNEUS DE CLARO;E;547;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4584;5;REP FEDERAL ALEMANA;E;553;8103;CHIGUAYANTE;2;0;10;110;;;;;;;
2004;4585;3;REBECA MATTE BELLO;E;564;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4586;1;MANQUIMAVIDA;E;569;8103;CHIGUAYANTE;2;0;10;110;;;;;;;
2004;4588;8;JUAN GREGORIO LAS HERAS DE LA GACHA;E;571;8101;CONCEPCION;2;0;10;110;310;;;;;;
2004;4589;6;JOSE VICTORINO LASTARRIA;E;576;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4591;8;REPUBLICA DE GRECIA;E;577;8103;CHIGUAYANTE;2;0;10;110;;;;;;;
2004;4592;6;IRENE FREI DE CID;E;643;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4593;4;SARGENTO CANDELARIA PEREZ;E;649;8108;SAN PEDRO DE LA PAZ;2;0;10;110;;;;;;;
2004;4594;2;MIGUEL JOSE ZANARTU STA MARIA;E;653;8108;SAN PEDRO DE LA PAZ;2;0;10;110;;;;;;;
2004;4595;0;ENRIQUE SORO BARRIGA;E;656;8108;SAN PEDRO DE LA PAZ;2;0;10;110;160;361;;;;;
2004;4596;9;HUERTOS FAMILIARES;E;658;8108;SAN PEDRO DE LA PAZ;2;0;10;110;;;;;;;
2004;4597;7;ESCUELA PARVULARIA LA ESPERANZA;E;1207;8103;CHIGUAYANTE;2;0;10;;;;;;;;
2004;4599;3;C E I A WILLIAMS REBOLLEDO;F;523;8101;CONCEPCION;2;0;160;361;;;;;;;
2004;4601;9;LA ARAUCANA;F;537;8103;CHIGUAYANTE;2;0;10;110;;;;;;;
2004;4602;7;LAGUNA LO MENDEZ;F;540;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4603;5;LAGOS DE CHILE;F;541;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4604;3;SRA OBDULIA JIMENEZ DE PENA;F;550;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4609;4;PALESTINA DE PALOMARES;F;588;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4610;8;PUENTE ANDALIEN;F;591;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4611;6;LUIS ALBERTO ACEVEDO;F;669;8108;SAN PEDRO DE LA PAZ;2;0;10;110;;;;;;;
2004;4612;4;AGUITA DE LA PERDIZ;F;560;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4613;2;LAUTARO;F;590;8101;CONCEPCION;2;0;10;110;;;;;;;
2004;4614;0;AGUA DE LA GLORIA;F;597;8101;CONCEPCION;2;1;10;110;;;;;;;
2004;4615;9;BOCA BIO BIO SUR;F;659;8108;SAN PEDRO DE LA PAZ;2;0;10;110;160;360;361;;;;
2004;4616;7;MICHAIHUE;F;660;8108;SAN PEDRO DE LA PAZ;2;0;10;110;;;;;;;
2004;4617;5;COLEGIO GALVARINO;F;661;8108;SAN PEDRO DE LA PAZ;2;0;10;110;310;;;;;;
2004;4618;3;VALLE NONGUEN;G;578;8101;CONCEPCION;2;1;110;;;;;;;;
2004;4620;5;CARLOS SAENGER BETHMON;G;589;8101;CONCEPCION;2;1;110;;;;;;;;
2004;4621;3;CASERIO CHAIMAVIDA;G;593;8101;CONCEPCION;2;1;10;110;;;;;;;
2004;4622;1;FUNDO CHANCO;G;594;8101;CONCEPCION;2;1;10;110;;;;;;;
2004;4625;6;JUAN MACKENNA;0;0;8101;CONCEPCION;3;0;110;;;;;;;;
2004;4626;4;JOSE MIGUEL CARRERA;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;160;361;;;;;
2004;4627;2;AURORA DE CHILE;0;0;8103;CHIGUAYANTE;3;0;10;110;361;;;;;;
2004;4628;0;PDTE GABRIEL GONZALEZ VIDELA;0;0;8103;CHIGUAYANTE;3;0;10;110;160;361;;;;;
2004;4629;9;COLEGIO PEDRO DE ONA;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;;;;;;;
2004;4630;2;DEL SAGRADO CORAZON;0;0;8101;CONCEPCION;3;0;10;110;310;;;;;;
2004;4631;0;COLEGIO PARTICULAR N 95 ANDRES BELLO;0;95;8103;CHIGUAYANTE;3;0;110;310;;;;;;;
2004;4632;9;LICEO SALESIANO DOMINGO SAVIO;0;0;8101;CONCEPCION;3;0;110;310;;;;;;;
2004;4633;7;SANTA INES;0;0;8103;CHIGUAYANTE;3;0;10;110;;;;;;;
2004;4635;3;LAGUNA REDONDA;0;0;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4636;1;MARCELA PAZ;0;93;8101;CONCEPCION;3;0;110;310;;;;;;;
2004;4638;8;UNIDAD DE INTEGRACION LIMITADO VISUAL;0;0;8101;CONCEPCION;3;0;213;;;;;;;;
2004;4639;6;SANTA EMILIA;0;67;8101;CONCEPCION;3;0;110;;;;;;;;
2004;4641;8;CENTRO EDUCACIONAL LUCILA GODOY;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;;;;;;;
2004;4644;2;JUAN BOSCO;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;160;360;361;;;;
2004;4645;0;EL LIBERTADOR;0;0;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4646;9;SANTA SABINA;0;0;8101;CONCEPCION;3;0;10;110;310;;;;;;
2004;4647;7;ALONSO DE ERCILLA;0;0;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4648;5;MALVINA ROMERO VIDAL;0;16;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4649;3;EL ARRAYAN;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;;;;;;;
2004;4650;7;JARDIN INFANTIL PIECECITOS;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;;;;;;;;
2004;4655;8;ADVENTISTA;0;18;8101;CONCEPCION;3;0;310;;;;;;;;
2004;4656;6;INSTITUTO SAN PEDRO;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;310;;;;;;
2004;4658;2;MANQUIMAVIDA;0;0;8103;CHIGUAYANTE;3;0;10;110;;;;;;;
2004;4659;0;LA PROVIDENCIA;0;1;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4660;4;SANTA CATALINA DE SENA;0;48;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4661;2;CEIA MONSENOR ALFREDO SILVA SANTIAGO;0;0;8101;CONCEPCION;3;0;160;360;361;;;;;;
2004;4662;0;SAN IGNACIO;0;3;8101;CONCEPCION;3;0;10;110;310;;;;;;
2004;4663;9;COLEGIO MARIA INMACULADA;0;9;8101;CONCEPCION;3;0;10;110;310;;;;;;
2004;4664;7;SANTA EUFRASIA;0;10;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4665;5;COLEGIO EDWARD;0;30;8101;CONCEPCION;3;0;10;110;;;;;;;
2004;4666;3;COLEGIO SANTA LUISA DE CONCEPCION;0;57;8101;CONCEPCION;3;0;10;110;310;;;;;;
2004;4667;1;SAN PATRICIO;0;72;8103;CHIGUAYANTE;3;0;10;110;;;;;;;
2004;4669;8;LICEO SAN AGUSTIN;0;0;8101;CONCEPCION;3;0;10;110;310;;;;;;
2004;4670;1;EL NAZARENO;0;77;8101;CONCEPCION;3;0;110;160;361;;;;;;
2004;4672;8;LICEO JORGE SANCHEZ UGARTE;0;83;8101;CONCEPCION;3;0;110;410;510;;;;;;
2004;4673;6;EBENEZER;0;86;8101;CONCEPCION;3;0;110;;;;;;;;
2004;4675;2;ANDRES BELLO;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;;;;;;;
2004;4677;9;SAN JOSE;0;0;8108;SAN PEDRO DE LA PAZ;3;0;10;110;;;;;;;
2004;4679;5;KINGSTON COLLEGE;0;0;8101;CONCEPCION;4;0;10;110;310;;;;;;
2004;4680;9;BAUTISTA DE CONCEPCION;0;84;8101;CONCEPCION;4;0;10;110;310;;;;;;
2004;4684;1;CARMELA ROMERO DE ESPINOZA;0;0;8101;CONCEPCION;4;0;10;110;310;;;;;;
2004;4686;8;INSTITUTO DE HUMANIDADES ALFREDO SILVA S;0;0;8101;CONCEPCION;4;0;10;110;310;;;;;;
2004;4687;6;COLEGIO ALEMAN;0;0;8101;CONCEPCION;4;0;10;110;310;;;;;;
2004;4688;4;CHARLES DE GAULLE;0;0;8101;CONCEPCION;4;0;10;110;310;;;;;;
2004;4689;2;CONCEPCION;0;0;8103;CHIGUAYANTE;4;0;10;110;310;;;;;;
2004;4691;4;CHILENO ARABE;0;0;8103;CHIGUAYANTE;4;0;10;110;310;;;;;;
2004;4692;2;JARDIN INFANTIL EL MUNDO DE LOS PEQUES;0;0;8108;SAN PEDRO DE LA PAZ;4;0;10;;;;;;;;
2004;4694;9;SAINT JOHN'S SCHOOL;0;8;8101;CONCEPCION;4;0;10;110;310;;;;;;
2004;4695;7;BLANCA NIEVES;0;32;8108;SAN PEDRO DE LA PAZ;4;0;10;;;;;;;;
